Index,demand
0,0.09346994614999007
1,0.08392048822768784
2,0.08530592234642105
3,0.06485471551931725
4,0.10397232494732667
5,0.08530997358974152
6,0.023897545782484816
7,0.21335344541501616
8,0.027569733673883438
9,0.07161938144091873
10,0.0859246585569191
11,0.24924118743363188
12,0.12607318566584397
13,0.04172021757389717
14,0.1637272494476547
15,0.10461154643024445
16,0.17129475502539063
17,0.02261603338935375
18,0.08109057691042099
19,0.09145250586289444
20,0.08342495861308899
21,0.08148356330740128
22,0.1471653532374649
23,0.09294733623173523
24,0.4049318701850128
25,0.18919760291623688
26,0.08767073902988587
27,0.0716977922932148
28,0.07142955720741195
29,0.08327593502247391
30,0.010470605504507303
31,0.035870542447944256
32,0.011118610129204034
33,0.11860895229070816
34,0.17007234629610443
35,0.4918492857759094
36,0.08761182915110627
37,0.008105274927899576
38,0.09770610162253571
39,0.12255489961240769
40,0.00979336178621664
41,0.019274714187341193
42,0.00474064078176359
43,0.03888743858549995
44,0.02029245884983406
45,0.059680208346351626
46,0.08205695614698029
47,0.35764780736793517
48,0.0994138222823639
49,0.1576099351251419
50,0.2543488341252594
51,0.06407915086016311
52,0.08469246830341796
53,0.20744217376791382
54,0.002785355848643744
55,0.08573716601305008
56,0.11719337064819946
57,0.01970675498489208
58,0.04275832673364563
59,0.026084260415623475
60,0.005577043909317088
61,0.06662425901780701
62,0.07849241563906098
63,0.043239194327721026
64,0.08506163785642167
65,0.33666772864219663
66,0.03410983879103374
67,0.03265937448589992
68,0.048841454325050354
69,0.05142587229782677
70,0.013821809920188236
71,0.029420794113890265
72,0.08149427114437256
73,0.01659782199312878
74,0.08599403392797927
75,0.028241083904578017
76,0.04986741274870682
77,0.09578555996075822
78,0.19604710588658142
79,0.11775534974610367
80,0.021404618559080886
81,0.009834464916366624
82,0.08207438551438523
83,0.029238164214082145
84,0.029850334200544358
85,0.08706712403143844
86,0.16282211325621795
87,0.3306463208957977
88,0.07569286105023193
89,0.014475430908809662
90,0.023468705801091765
91,0.0873549486427971
92,0.0880149808676834
93,0.1372218038540573
94,0.20111503956726073
95,0.08505953051717377
96,0.014655408375115036
97,0.025873065299947737
98,0.08361051055545807
99,0.08275244113727723
100,0.05555111564402122
101,0.04220619967205734
102,0.08468457569741288
103,0.14368293726897813
104,0.06540167542881394
105,0.0871129762397995
106,0.006288788632507372
107,0.07854767310320053
108,0.4487362710322571
109,0.04163890481760559
110,0.08599397732202682
111,0.00861566764196639
112,0.08990713468347855
113,0.023621716505393218
114,0.005060939880070758
115,0.1308306550911293
116,0.15824301917469025
117,0.17309192934023285
118,0.13566745852787018
119,0.05062532638323326
120,0.0021571277409817647
121,0.030487502476820947
122,0.03611494736704979
123,0.0466674828317234
124,0.08273794896039657
125,0.024697837624793245
126,0.025592402352151107
127,0.12179725389038085
128,0.017994187726665497
129,0.03858882848831367
130,0.02988233924542694
131,0.01093056238747239
132,0.023608488256684303
133,0.022112388491729546
134,0.056433209664322664
135,0.030525970093328667
136,0.06811989473449134
137,0.10436481623114395
138,0.2138231879979782
139,0.0385270826890707
140,0.04138320232574806
141,0.08738689170436478
142,0.08696323774712905
143,0.009687026307062911
144,0.14768254925000762
145,0.029763076366254998
146,0.0016705294990019906
147,0.028374368372160338
148,0.07467835517304611
149,0.018267973464147567
150,0.009924082694224835
151,0.03161650272724915
152,0.03860167749394264
153,0.06408778945635375
154,0.10738952306320572
155,0.06324417827711487
156,0.11517965546841813
157,0.0702039853073143
158,0.03361721674568519
159,0.004878674799658728
160,0.03260982129343147
161,0.0504350199526577
162,0.052821021933704373
163,0.025535091751750182
164,0.5105680623373413
165,0.1816386099840622
166,0.04253036235612412
167,0.15045285408716583
168,0.07375728991049577
169,0.07737523821485215
170,0.010205655286621092
171,0.03749637916177177
172,0.08233897972117844
173,0.029312755157902718
174,0.016570594605192376
175,0.02045801530990982
176,0.042544917332559586
177,0.03816693958032989
178,0.05619344042516708
179,0.05284745189071197
180,0.08212311041617203
181,0.10261275371040343
182,0.3247600692811737
183,0.03270198982111454
184,0.01200469402910595
185,0.06995890209839631
186,0.014877936024367046
187,0.06228682995720978
188,0.08250534234120102
189,0.019463776385732268
190,0.02564927876048279
191,0.18094749503862761
192,0.03890672596323109
193,0.12480180836355209
194,0.054053912902284625
195,0.0849194033553276
196,0.08586313521773911
197,0.019367471899676227
198,0.1138333347210884
199,0.05176792314309998
200,0.06939492327348633
201,0.034065463696097566
202,0.08366416718069458
203,0.04885690775788422
204,0.006398789823444426
205,0.03835669659866428
206,0.05756575486684799
207,0.11449407026961517
208,0.11557033992994156
209,0.14200530973150252
210,0.0773450351910839
211,0.056882630523361205
212,0.08380224867487945
213,0.08232539912582397
214,0.05040304592722321
215,0.08277054953318252
216,0.023590755140698434
217,0.10354651973280715
218,0.08031036969095841
219,0.024736100778458787
220,0.048113948967582705
221,0.02086830262888193
222,0.08384737665574112
223,0.06939435399000245
224,0.11539167172445679
225,0.04368789847805786
226,0.08782916068656159
227,0.010572228042990971
228,0.025626929636680604
229,0.018820924675456905
230,0.034677153617681505
231,0.031309454400855447
232,0.05410095409292984
233,0.11038703685468673
234,0.23783345190104674
235,0.09166707523093415
236,0.09451447179435729
237,0.04991135408063126
238,0.034287939649846076
239,0.07685754729588318
240,0.08869689048841477
241,0.06689379396875
242,0.08537734317125244
243,0.2416252367322922
244,0.060056639283651354
245,0.12206109649075164
246,0.041771258767121504
247,0.13063511491711427
248,0.08512597965097732
249,0.054407746975097655
250,0.08318646417378922
251,0.08372062348417206
252,0.03228005237181835
253,0.01573843253460741
254,0.06731873147966384
255,0.04650409748449287
256,0.03415467131575966
257,0.08753714765618134
258,0.3620590600337067
259,0.05513219402772522
260,0.004279973836618399
261,0.20597011387085723
262,0.05686762137861824
263,0.33184377477232363
264,0.13615853447553633
265,0.07587274007067871
266,0.08302641018773194
267,0.04998053132536506
268,0.0077922864482312315
269,0.0768102471671753
270,0.21014424989744568
271,0.069945695468853
272,0.320829528102417
273,0.1488281402240219
274,0.07732135018654404
275,0.005464366971120786
276,0.024962958934114647
277,0.040150484958816526
278,0.064157050529747
279,0.007537678653940391
280,0.12194014163056564
281,0.1409797233806038
282,0.0729860830132122
283,0.03180556676099205
284,0.012788709357834195
285,0.1109777299569168
286,0.1733889059262924
287,0.21340243871747588
288,0.07283557511640548
289,0.07539984422688294
290,0.01986760668354492
291,0.019350791690226556
292,0.42128676763565065
293,0.028876043354610633
294,0.021429727415404796
295,0.21774317855031586
296,0.23559571259514617
297,0.01742743849448862
298,0.008778001779981089
299,0.031812774970657154
300,0.04352182359352684
301,0.10301081899617767
302,0.1227681782695427
303,0.0772324051591072
304,0.07958125485537529
305,0.2088333458151245
306,0.20510464159547426
307,0.12971896378353118
308,0.21960352518295287
309,0.3269729400007172
310,0.06751163191610375
311,0.08373108613566665
312,0.05427033142100258
313,0.09197484944556426
314,0.026214364292860032
315,0.20937950388581847
316,0.7686703132472229
317,0.08199158589104996
318,0.057342153073848726
319,0.3592450972229462
320,0.00828649020279584
321,0.029912219313992502
322,0.23789228668563842
323,0.0211010162760252
324,0.04039267587066536
325,0.055814663648698803
326,0.08770131555243683
327,0.014742056711581516
328,0.09072525365917587
329,0.033502500913145064
330,0.05369355211185074
331,0.1326039995625229
332,0.1357556442149353
333,0.23218631522431182
334,0.21728182651557923
335,0.1372498993389511
336,0.02873541821100826
337,0.22500529055371093
338,0.11376257494044495
339,0.12794322629659652
340,0.6957578893548584
341,0.33700662691252137
342,0.3197966270072174
343,0.022032571906019975
344,0.17989026617086792
345,0.09038923733675995
