Index,demand
0,0.04375436528942578
1,0.030257214912638532
2,0.02945233818487964
3,0.06161877926223441
4,0.09922646115427354
5,0.015381981623853127
6,0.022962805719807605
7,0.20044487807639333
8,0.02510854586845526
9,0.06745952870713451
10,0.040533876191634
11,0.24658681431206492
12,0.13835087133190616
13,0.045248743102487644
14,0.1631511549975625
15,0.1037174753709963
16,0.16712216435623678
17,0.02065554868039625
18,0.07574607595133058
19,0.057581124346127194
20,0.014178057966081008
21,0.03293890478537034
22,0.1432053114023586
23,0.033717700165572344
24,0.3852518133926679
25,0.18723998743414838
26,0.043364996721360995
27,0.06524343838336868
28,0.07002803064364513
29,0.013348686976427325
30,0.00907971480873622
31,0.03852432155784234
32,0.010133217830101782
33,0.11419523847735549
34,0.18455743988193635
35,0.4507785326673825
36,0.08509365377423854
37,0.0063283939205204505
38,0.09214856156380588
39,0.1207620376493651
40,0.009381798248067934
41,0.019947023855618206
42,0.0031989339802514206
43,0.03911768191968881
44,0.020329043667807967
45,0.05659594817282457
46,0.07924719201165024
47,0.3502869788498555
48,0.0954863176390767
49,0.15785534493441572
50,0.24803336456284297
51,0.0578215451971657
52,0.021229432293583345
53,0.2095914070126641
54,0.0021355178990902363
55,0.05065742405597652
56,0.11204705276496986
57,0.01989106043133865
58,0.04560017976879805
59,0.024966686124581448
60,0.004666237542857292
61,0.06024041124945673
62,0.07262034364420125
63,0.043999801091344146
64,0.033004127845245375
65,0.3287789675540529
66,0.03589019626328964
67,0.03315226261075179
68,0.04472047820091862
69,0.046605698999570504
70,0.012009815730782018
71,0.03036678986165321
72,0.00588139686919281
73,0.013444538261796037
74,0.07601005109628585
75,0.027164094245410053
76,0.05035783222763464
77,0.09075806793181136
78,0.19378048760854946
79,0.11787133729041666
80,0.020276427711090582
81,0.009171701506064837
82,0.014471071085868585
83,0.027609976761738736
84,0.0280049007536587
85,0.06371912426333694
86,0.15973231592001338
87,0.3362257152836935
88,0.07270606308992247
89,0.012655452766889456
90,0.024484801847793704
91,0.08670737772147528
92,0.08086963767432023
93,0.1366963633229709
94,0.19489427074878707
95,0.017843109779441545
96,0.010187224158060535
97,0.024660161999469486
98,0.010933132711041207
99,0.008782187853210662
100,0.05388713164214057
101,0.04347494844493121
102,0.029726323059396376
103,0.14106589318147686
104,0.06358245597460993
105,0.056653301240057026
106,0.005844544236828503
107,0.07409295356025468
108,0.42726949079290516
109,0.04266285091767714
110,0.02027658938445787
111,0.006256273129810524
112,0.03896817754096849
113,0.022133473955101016
114,0.003935150214825924
115,0.12461816972638526
116,0.1576327483839583
117,0.17130032131548417
118,0.13564528531199255
119,0.04687418920623823
120,0.0019505969276016485
121,0.03005875169391145
122,0.03797739913084083
123,0.04830357011225757
124,0.004219980219563509
125,0.023163984928142613
126,0.023281295142010692
127,0.1393348540209069
128,0.016010674861657487
129,0.03410446909504629
130,0.028270520897795956
131,0.010056429951615375
132,0.022574984254481782
133,0.021302301855647184
134,0.0524704111669554
135,0.0301332737586579
136,0.062199284323355336
137,0.09785329562316523
138,0.21765629725784616
139,0.039088139646689474
140,0.041857136515677004
141,0.08477903401493592
142,0.08515062899871009
143,0.008816040265965462
144,0.14574395565891457
145,0.031538372490417084
146,0.0010923928361008344
147,0.029978754026570496
148,0.0690792809857362
149,0.01694916376812223
150,0.00975845304710597
151,0.03382235205941799
152,0.0377510536134726
153,0.05805302937371537
154,0.0985746627162693
155,0.05982510394970265
156,0.12811253960485974
157,0.06414766432139064
158,0.031837588384252186
159,0.003921233452327131
160,0.03153037748027049
161,0.045754837539454266
162,0.0534654850961784
163,0.02400025588585046
164,0.4599703582867603
165,0.1755263559165947
166,0.044957817752520265
167,0.14686663393250532
168,0.0721527122119387
169,0.07477813142681083
170,0.00861742415515074
171,0.04035381290393999
172,0.009620051481814497
173,0.028566965314384716
174,0.016297065366266506
175,0.02021883703370755
176,0.04144974722489736
177,0.03912064563268324
178,0.05488446236785615
179,0.045601301112174586
180,0.07355424058732919
181,0.10932509989748172
182,0.31144634322131115
183,0.02926513942226512
184,0.010310828804025353
185,0.06300189388546991
186,0.014825184455980554
187,0.05920161548621346
188,0.008829725589340445
189,0.015975067917043048
190,0.023246199393850264
191,0.1760617463302727
192,0.03689957586982572
193,0.12259220345757217
194,0.0486360751313908
195,0.08161790064526081
196,0.018840369586697533
197,0.01897290650969467
198,0.11122259246388481
199,0.04849264932069931
200,0.06752897105475557
201,0.035664089121341815
202,0.009722394363354028
203,0.04297714284561217
204,0.004834641720389139
205,0.037184772841697605
206,0.04997479928139712
207,0.10758059225503099
208,0.10751432865589511
209,0.13311374291621267
210,0.06928290394209548
211,0.05556420768864712
212,0.012221881702414557
213,0.07664300890032295
214,0.045090488374177826
215,0.00940248707197567
216,0.022538267319457152
217,0.09736617331768171
218,0.0795374085854562
219,0.025026697178559428
220,0.042538361316195754
221,0.01944548568126615
222,0.013301563082915009
223,0.06700620671802995
224,0.11402243476064809
225,0.045796233318489206
226,0.08442403106628177
227,0.010054125942232974
228,0.026934936623401833
229,0.016349858186103388
230,0.03570128831129675
231,0.03050535300796713
232,0.04699338875842241
233,0.10194314451551573
234,0.23323857015091717
235,0.08402639449995375
236,0.08872690540339091
237,0.04961741331936338
238,0.030741966823646723
239,0.06900044950564004
240,0.08347877572220821
241,0.061827085473139816
242,0.02064402579104611
243,0.23128216326625284
244,0.05305098692662659
245,0.11967654500899502
246,0.041761213401015934
247,0.12645846962520813
248,0.018957127652923192
249,0.051494778049301804
250,0.009368397443939603
251,0.018951290393581583
252,0.033486406735167985
253,0.01310220791786898
254,0.058464743203549836
255,0.04719949290891845
256,0.03324420132594178
257,0.07855359471532679
258,0.3585111598052645
259,0.0529354520158817
260,0.0029904203893472577
261,0.19605341869808623
262,0.049195338506277976
263,0.33025263662921633
264,0.12892291679788742
265,0.06939992028343489
266,0.01909033641002088
267,0.04489065707795611
268,0.006058716160728828
269,0.07270523445907857
270,0.21816178516801446
271,0.0660881594320583
272,0.32199791540329065
273,0.14500224018816407
274,0.07485353088114179
275,0.00505665122057403
276,0.025064087557040874
277,0.03988009878395252
278,0.05854324205650824
279,0.0065591644108407106
280,0.11216201595737343
281,0.1576520100331572
282,0.06307416003709698
283,0.02806959075486514
284,0.01116619944448104
285,0.10518616172460019
286,0.16547386757277566
287,0.20942246520603805
288,0.06947118350066932
289,0.07214096780950974
290,0.019217928858354473
291,0.015692045686283664
292,0.4094067212051328
293,0.029131487249448168
294,0.01923808065629854
295,0.2175462984508111
296,0.23218609896778664
297,0.01752938507065142
298,0.007916707190964807
299,0.031998593187883055
300,0.04304929758329539
301,0.09497577345220902
302,0.13555357876134297
303,0.06780399897465554
