Index,demand
0,0.049800627
1,0.03417809
2,0.037354086
3,0.075527236
4,0.090022534
5,0.014576627
6,0.025507495
7,0.2019879
8,0.032942235
9,0.07405892
10,0.049548488
11,0.23460734
12,0.13561858
13,0.049826838
14,0.14652997
15,0.092634805
16,0.16955946
17,0.019893274
18,0.07368086
19,0.07473803
20,0.014537969
21,0.034446232
22,0.12135813
23,0.053280283
24,0.4088142
25,0.16909459
26,0.05332844
27,0.07878112
28,0.0756155
29,0.0133572975
30,0.01041223
31,0.0389131
32,0.006142101
33,0.10687422
34,0.18884066
35,0.48368073
36,0.09398167
37,0.0
38,0.10450836
39,0.082762495
40,0.0094257
41,0.022821287
42,0.0031603158
43,0.042957935
44,0.007848003
45,0.051815268
46,0.09173458
47,0.3440485
48,0.09172437
49,0.14948104
50,0.25055164
51,0.072422475
52,0.01838583
53,0.20627975
54,0.0025518667
55,0.06245876
56,0.11130359
57,0.024948169
58,0.04888964
59,0.02180737
60,0.0019195732
61,0.06293923
62,0.081589095
63,0.048649687
64,0.033746567
65,0.3300987
66,0.036553875
67,0.028591406
68,0.054667976
69,0.03762212
70,0.009120464
71,0.023147061
72,0.005048863
73,0.017548481
74,0.08760743
75,0.031075872
76,0.04386641
77,0.059636284
78,0.17068352
79,0.10574144
80,0.019274333
81,0.0084644165
82,0.015745249
83,0.028046144
84,0.026478961
85,0.07450129
86,0.15677144
87,0.33797082
88,0.0727627
89,0.012775308
90,0.022937816
91,0.087283395
92,0.11756264
93,0.11752321
94,0.20720704
95,0.019076547
96,0.0033908617
97,0.034370475
98,0.010431086
99,0.008617271
100,0.06250279
101,0.052135523
102,0.033154495
103,0.1472291
104,0.068564065
105,0.06675462
106,0.0038569872
107,0.07409712
108,0.46663862
109,0.046590157
110,0.0304855
111,0.0056458665
112,0.05584672
113,0.01644478
114,0.0
115,0.12564349
116,0.1402521
117,0.16932103
118,0.12147418
119,0.03662498
120,0.0
121,0.03876039
122,0.042988993
123,0.050557796
124,0.004079776
125,0.025789512
126,0.029603707
127,0.15624899
128,0.02533259
129,0.043749545
130,0.035792388
131,0.011318557
132,0.02754234
133,0.02204005
134,0.05225255
135,0.04083305
136,0.07874789
137,0.11289532
138,0.20711388
139,0.038435634
140,0.051017385
141,0.0905969
142,0.052790876
143,0.007629567
144,0.14039563
145,0.03175723
146,0.0013747601
147,0.02507189
148,0.058479276
149,0.021325922
150,0.013091043
151,0.0356931
152,0.054372113
153,0.06888811
154,0.101935
155,0.073156364
156,0.14643157
157,0.07731125
158,0.046505027
159,0.00420148
160,0.035444487
161,0.04492411
162,0.055600885
163,0.030138548
164,0.49989325
165,0.16401738
166,0.0472869
167,0.13392483
168,0.056183893
169,0.08345921
170,0.0053122574
171,0.041891646
172,0.009140744
173,0.030085588
174,0.017830113
175,0.027421053
176,0.050536145
177,0.03556414
178,0.072655745
179,0.058458034
180,0.090169854
181,0.112991326
182,0.32604602
183,0.03456237
184,0.014090343
185,0.074779026
186,0.012345078
187,0.063199736
188,0.008289625
189,0.011021202
190,0.024459815
191,0.16899405
192,0.04466802
193,0.11326799
194,0.055192593
195,0.10194325
196,0.018379819
197,0.018436223
198,0.09998798
199,0.054253817
200,0.07883031
201,0.03228566
202,0.009479184
203,0.04946118
204,0.00801245
205,0.046319176
206,0.07064337
207,0.112873465
208,0.1471998
209,0.16134602
210,0.1046512
211,0.07018781
212,0.013717132
213,0.09148285
214,0.040645793
215,0.009110284
216,0.029473348
217,0.1069607
218,0.0864869
219,0.02029542
220,0.05487773
221,0.023157615
222,0.009543879
223,0.0611506
224,0.10192106
225,0.044720873
226,0.09431434
227,0.0029942624
228,0.017620536
229,0.018190205
230,0.036486376
231,0.031777844
232,0.06458696
233,0.11171597
234,0.23456647
235,0.11334816
236,0.11717609
237,0.052522793
238,0.041379694
239,0.09738382
240,0.09949269
241,0.06691915
242,0.019069994
243,0.27203482
244,0.07425267
245,0.09488745
246,0.04427998
247,0.104374506
248,0.01992526
249,0.06271413
250,0.008378434
251,0.018814718
252,0.03469461
253,0.021879764
254,0.07949866
255,0.044010956
256,0.037755936
257,0.09548501
258,0.36540398
259,0.061820023
260,0.0043968046
261,0.20077138
262,0.07159629
263,0.3127299
264,0.13530427
265,0.09518496
266,0.020592442
267,0.063949615
268,0.0034364099
269,0.089616135
270,0.21454296
271,0.08596516
272,0.31071424
273,0.13182613
274,0.049183045
275,0.0038227474
276,0.029586822
277,0.045719206
278,0.049943082
279,0.005145653
280,0.13775484
281,0.14310697
282,0.08706559
283,0.036053598
284,0.01244806
285,0.10239715
286,0.20483267
287,0.21091025
288,0.086905055
289,0.091236316
290,0.02902669
291,0.016044898
292,0.4297318
293,0.026004935
294,0.020684702
295,0.20741488
296,0.24691553
297,0.016924487
298,0.006279526
299,0.01975199
300,0.048220895
301,0.11606942
302,0.11658732
303,0.08296426
304,0.08824978
305,0.19293837
306,0.19903658
307,0.1388758
308,0.22257264
309,0.3346855
310,0.054942314
311,0.02139381
312,0.059705537
313,0.10285747
314,0.032168485
315,0.23262295
316,0.75662386
317,0.0046645803
318,0.081933916
319,0.39971954
320,0.005763996
321,0.024816724
322,0.253334
323,0.016238306
324,0.044381745
325,0.05543249
326,0.020487297
327,0.012275021
328,0.105731435
329,0.03580868
330,0.054788105
331,0.11803804
332,0.16789024
333,0.24068522
334,0.22074553
335,0.12861902
336,0.035987783
337,0.2509092
338,0.14927557
339,0.1414841
340,0.85514665
341,0.33027762
342,0.28668833
343,0.026626185
344,0.1644761
345,0.077359736
346,0.028006116
347,0.012220491
348,0.01889703
349,0.065235674
350,0.006810123
351,0.0111049395
352,0.032124303
353,0.060890775
354,0.09075061
355,0.1240247
356,0.08626281
